cod_prov,desc_prov,cod_mun,desc_mun,cod_circ,cod_dm,desc_dm,cod_nivel,letra,desc_nivel,cod_col,tot_inscritos,emitidos,miembros,validos,nulos,obs,PLD,PRM,PRSC,PRD,BIS,MODA,PUN,ALPAIS,F.AMPLIO,PHD,PQDC,PCR,DXC,PLR,UDC,PRSD,FNP,FP,PPC,PAL,APD,PDI,PDP,PRI,PNVC,PP,No_Bol_Jme,Anulado
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0184,550,356,0,349,7,0,115,140,6,5,4,0,2,3,4,0,4,1,3,0,3,0,1,55,0,0,2,1,0,0,0,0,2,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0185,470,312,0,308,4,0,122,118,4,7,3,4,1,0,5,0,2,3,0,0,0,2,1,34,1,0,1,0,0,0,0,0,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0186,488,313,8,310,3,0,101,135,8,4,3,1,1,1,2,1,2,1,1,0,1,4,0,38,1,1,0,0,0,1,0,3,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0187,488,311,0,308,3,0,107,134,10,3,6,1,2,2,2,1,2,0,3,0,0,0,0,30,0,0,1,1,1,1,0,1,2,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0188,483,293,0,290,3,0,107,121,9,1,1,1,1,0,5,0,2,2,2,0,0,3,1,28,0,2,2,0,1,1,0,0,2,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0189,273,184,0,181,3,0,62,70,2,6,2,3,1,1,1,1,3,2,1,0,1,1,0,19,0,1,1,0,0,0,2,1,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0190,567,337,9,328,9,0,124,127,9,5,1,4,4,1,2,3,1,1,3,0,3,1,2,33,0,2,1,0,0,0,0,1,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0191,568,328,9,324,4,0,112,134,5,12,6,11,2,3,1,2,0,3,3,0,3,2,0,18,2,3,0,0,0,0,0,2,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0192,339,204,0,200,4,0,74,77,5,4,0,0,0,3,0,1,0,4,3,0,1,1,0,27,0,0,0,0,0,0,0,0,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0193,345,227,0,225,2,0,85,89,8,0,1,3,2,1,3,0,1,4,2,0,0,0,0,24,0,0,0,0,0,0,0,2,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,292,SABANETA (DM),1,P,PRESIDENTE(A),0194,506,370,0,365,5,0,209,127,0,4,1,0,0,0,0,1,0,2,1,0,1,2,1,15,0,0,1,0,0,0,0,0,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,353,LAS MAGUANAS-HATO NUEVO (DM),1,P,PRESIDENTE(A),0195,313,225,15,222,3,0,106,81,6,2,1,0,0,0,0,0,1,1,1,0,1,0,0,21,0,0,1,0,0,0,0,0,9,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,353,LAS MAGUANAS-HATO NUEVO (DM),1,P,PRESIDENTE(A),0196,374,259,6,252,7,0,126,82,10,3,1,4,1,0,1,0,0,1,1,0,0,0,2,19,0,1,0,0,0,0,0,0,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,336,LA JAGUA (DM),1,P,PRESIDENTE(A),0197,482,344,9,326,18,0,218,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0198,392,274,0,271,3,0,114,88,2,2,2,2,1,0,0,0,3,2,1,0,1,2,0,46,2,1,0,1,0,1,0,0,2,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0199,388,252,0,244,8,0,94,92,5,4,0,1,4,3,1,3,1,0,3,0,1,2,0,26,2,2,0,0,0,0,0,0,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0199A,400,261,8,255,6,0,100,87,8,6,3,2,4,1,2,0,1,2,0,0,0,4,1,29,2,1,1,0,0,0,0,1,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0200,585,365,8,358,7,0,144,124,5,9,2,2,2,0,1,1,2,2,5,0,3,3,2,45,3,0,1,0,0,1,0,1,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,331,GUANITO (DM) - SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0201,534,357,0,346,11,0,107,109,4,6,4,2,5,2,2,0,3,1,6,0,0,0,2,90,0,0,2,0,0,0,0,1,2,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,190,PEDRO CORTO (DM),1,P,PRESIDENTE(A),0202,492,316,8,310,6,0,159,96,4,4,0,5,3,2,1,10,3,2,2,0,3,1,0,10,3,1,1,0,0,0,0,0,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,326,HATO DEL PADRE (DM),1,P,PRESIDENTE(A),0203,293,216,0,215,1,0,93,83,2,5,1,2,1,0,1,3,1,0,2,0,0,0,1,16,2,1,1,0,0,0,0,0,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0204,355,220,0,220,0,0,76,100,4,5,2,0,0,0,2,0,2,4,1,0,1,2,0,19,0,0,1,0,0,1,0,0,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0205,581,336,9,327,7,2,140,115,7,9,1,0,3,0,3,3,2,2,3,0,1,6,0,23,1,1,2,1,0,0,0,4,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0206,357,219,0,217,2,0,82,92,4,4,0,0,1,1,0,1,1,7,0,0,0,0,0,21,0,0,2,0,0,0,0,1,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,357,LAS CHARCAS DE MARIA NOVAS (DM),1,P,PRESIDENTE(A),0207,510,307,10,300,7,0,143,108,8,7,2,7,0,0,1,0,0,5,1,0,1,1,0,11,0,0,0,0,1,1,0,3,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,314,SABANA ALTA (DM),1,P,PRESIDENTE(A),0208,516,291,0,288,3,0,122,135,3,6,0,2,2,1,1,3,0,0,2,0,2,1,0,7,0,0,0,0,1,0,0,0,2,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,390,LA ZANJA (DM),1,P,PRESIDENTE(A),0209,399,265,3,262,3,0,131,93,2,5,0,1,2,0,1,1,0,2,1,0,1,2,0,13,6,1,0,0,0,0,0,0,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0210,161,99,11,99,0,0,38,36,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,17,1,0,0,0,0,0,0,0,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0211,196,134,0,132,2,0,51,50,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0,0,0,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0212,547,396,9,394,2,0,146,111,12,12,2,3,4,1,1,5,2,3,1,0,1,0,4,82,2,0,0,0,0,0,0,2,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,314,SABANA ALTA (DM),1,P,PRESIDENTE(A),0213,582,368,0,357,11,0,155,156,2,4,0,1,2,0,3,5,0,2,2,0,7,2,0,14,0,0,1,0,0,0,0,1,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0214,506,330,8,330,0,0,122,140,4,2,1,2,2,1,1,2,1,2,3,0,1,1,1,37,1,3,1,1,0,0,0,1,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0215,409,267,9,265,1,1,106,103,6,3,2,2,2,0,0,2,1,0,0,0,2,2,1,28,2,0,3,0,0,0,0,0,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,190,PEDRO CORTO (DM),1,P,PRESIDENTE(A),0216,497,308,0,306,2,0,134,110,3,5,0,1,3,1,2,1,1,4,3,0,1,0,0,30,2,1,0,0,1,0,0,3,2,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0217,467,278,10,273,5,0,126,76,12,4,0,2,4,0,0,3,2,2,3,0,2,4,1,26,1,1,1,0,0,0,0,3,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0218,550,374,10,372,2,0,130,153,13,2,3,2,3,4,1,1,3,2,4,0,0,1,0,48,0,0,0,0,0,2,0,0,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0219,291,192,0,190,2,0,77,68,0,8,0,0,1,2,2,0,0,2,1,0,0,1,1,18,2,0,0,0,0,0,0,7,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0220,566,400,0,400,0,0,170,115,16,4,2,2,2,7,3,0,0,2,0,0,1,0,0,71,1,0,2,0,0,1,0,1,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0221,406,321,8,317,4,0,163,96,5,2,0,1,3,3,1,2,2,0,2,0,4,0,0,27,5,1,0,0,0,0,0,0,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0222,250,207,8,201,6,0,84,91,2,3,0,0,2,0,1,4,1,0,2,0,2,0,0,5,0,1,1,0,0,0,0,2,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,190,PEDRO CORTO (DM),1,P,PRESIDENTE(A),0223,316,209,8,202,7,0,102,56,3,8,1,0,2,1,1,1,2,0,1,0,1,1,0,17,3,2,0,0,0,0,0,0,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0224,158,147,15,146,1,0,58,66,1,1,1,0,0,1,2,2,1,2,1,0,1,1,0,5,0,0,2,0,0,0,0,1,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,292,SABANETA (DM),1,P,PRESIDENTE(A),0225,580,406,0,400,6,0,172,184,4,4,0,4,2,1,0,2,0,0,3,0,0,1,0,19,0,2,2,0,0,0,0,0,2,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0226,560,316,0,316,0,0,99,142,9,3,2,0,1,0,3,0,2,1,1,0,0,4,1,47,0,0,0,0,0,1,0,0,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0227,570,365,0,359,6,0,129,126,18,18,3,1,2,1,1,0,1,10,6,0,1,0,2,35,0,0,0,0,0,5,0,0,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0229,197,159,8,157,2,0,70,62,2,0,0,0,2,1,1,3,0,0,6,0,0,2,0,6,0,1,1,0,0,0,0,0,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0230,345,288,8,285,3,0,122,86,4,1,0,2,1,0,0,0,1,0,1,0,1,0,0,62,1,0,1,0,0,0,0,2,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0231,503,336,0,333,3,0,114,146,12,6,0,0,2,6,0,1,1,0,1,0,1,1,1,41,0,0,0,0,0,0,0,0,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0232,590,348,9,340,8,0,148,115,11,5,0,2,1,3,1,1,1,2,3,0,0,4,2,36,0,0,1,0,1,0,0,3,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,319,EL ROSARIO (DM) - SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0233,205,145,0,141,4,0,59,59,0,3,0,4,0,0,1,0,0,0,0,0,1,0,0,11,0,1,0,0,0,0,0,2,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,353,LAS MAGUANAS-HATO NUEVO (DM),1,P,PRESIDENTE(A),0234,212,161,0,155,6,0,74,50,5,3,2,2,1,0,1,1,1,0,1,0,0,0,0,13,0,0,0,0,0,0,0,1,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,357,LAS CHARCAS DE MARIA NOVAS (DM),1,P,PRESIDENTE(A),0235,181,135,8,128,7,0,68,40,3,3,1,1,0,0,2,2,0,3,1,0,2,0,0,1,0,1,0,0,0,0,0,0,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,353,LAS MAGUANAS-HATO NUEVO (DM),1,P,PRESIDENTE(A),0236,384,306,11,298,8,0,166,73,4,5,1,3,0,0,11,1,1,1,2,0,0,3,23,0,1,1,1,0,0,1,0,0,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0237,568,332,0,322,10,0,129,118,7,6,4,3,5,2,2,0,3,6,0,0,1,1,0,31,0,0,0,0,1,0,0,3,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0238,483,322,9,316,5,1,125,138,4,6,0,1,0,0,2,1,3,0,2,0,1,0,1,28,0,0,1,0,0,0,0,3,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0239,463,284,0,276,8,0,123,98,6,5,1,2,0,1,2,1,1,3,2,0,0,2,0,21,1,1,3,0,0,0,0,3,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0240,226,208,0,205,3,0,128,35,1,5,1,2,2,1,0,0,3,2,1,0,0,1,0,15,1,5,0,1,1,0,0,0,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0241,421,233,9,229,4,0,81,99,4,3,1,0,4,2,1,0,1,4,0,0,0,1,0,25,0,1,0,0,0,0,0,2,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,353,LAS MAGUANAS-HATO NUEVO (DM),1,P,PRESIDENTE(A),0242,236,177,0,172,5,0,69,64,2,2,2,1,0,0,0,2,0,0,2,0,0,2,0,23,2,0,0,0,0,0,0,1,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0243,574,352,9,343,9,0,137,94,13,11,4,7,4,3,2,2,3,6,2,0,1,3,1,48,1,1,0,0,0,0,0,0,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,190,PEDRO CORTO (DM),1,P,PRESIDENTE(A),0244,235,187,0,184,3,0,75,69,4,4,1,0,0,0,1,0,1,0,1,0,1,0,0,18,1,0,0,0,0,0,0,8,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,319,EL ROSARIO (DM) - SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0245,300,206,8,202,4,0,93,82,2,2,0,3,1,0,2,1,0,0,1,0,2,0,1,12,0,0,0,0,0,0,0,0,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,319,EL ROSARIO (DM) - SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0246,121,94,8,93,1,0,47,30,2,5,0,0,0,0,0,0,1,0,1,0,1,1,0,5,0,0,0,0,0,0,0,0,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0247,304,194,12,192,2,0,67,77,2,4,2,1,1,1,0,1,1,1,4,0,0,1,0,29,0,0,0,0,0,0,0,0,3,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0248,585,371,0,356,15,0,148,119,11,4,2,4,5,0,0,5,5,5,3,0,2,2,2,36,0,0,2,0,0,0,0,1,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0249,338,250,0,245,5,0,94,109,5,2,1,1,0,1,3,0,1,1,0,0,1,1,0,22,1,0,1,0,1,0,0,0,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0250,423,260,0,257,3,0,90,115,3,2,0,1,1,2,1,1,0,0,1,0,0,1,0,38,0,0,1,0,0,0,0,0,2,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,331,GUANITO (DM) - SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0251,292,202,0,199,3,0,64,70,5,1,0,0,0,0,2,0,5,0,0,0,0,1,0,45,2,2,0,0,0,0,1,1,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0252,560,362,0,361,1,0,127,133,17,5,1,1,1,1,2,1,3,3,1,0,2,1,0,56,1,0,2,1,1,0,0,1,2,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0253,425,284,0,281,3,0,105,93,11,2,3,2,3,3,0,0,1,0,0,0,1,0,0,56,1,0,0,0,0,0,0,0,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0254,461,293,6,292,1,0,108,105,8,7,0,1,3,0,0,0,2,6,4,0,6,2,1,35,0,0,1,0,0,1,0,2,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0255,310,211,12,206,5,0,84,70,3,2,0,1,1,0,0,1,0,1,0,0,0,0,2,37,1,0,1,0,0,1,0,1,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0257,585,322,12,317,5,0,117,130,9,7,5,4,0,0,0,2,1,0,1,0,5,6,1,25,0,0,1,0,0,0,0,3,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,292,SABANETA (DM),1,P,PRESIDENTE(A),0258,230,219,8,218,1,0,134,72,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,4,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,314,SABANA ALTA (DM),1,P,PRESIDENTE(A),0259,228,153,0,151,2,0,64,56,2,10,0,1,2,0,1,1,1,1,1,0,0,0,0,7,1,0,0,0,1,1,0,1,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0260,183,166,0,163,3,0,82,55,1,1,0,0,2,0,2,0,0,1,0,0,0,0,0,17,1,0,0,0,0,0,0,1,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,326,HATO DEL PADRE (DM),1,P,PRESIDENTE(A),0261,111,102,7,101,1,0,40,38,2,2,0,4,2,0,0,1,0,1,1,0,1,1,0,5,1,0,1,0,0,0,0,1,9,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0262,247,146,0,143,3,0,51,54,4,2,0,1,1,1,1,0,0,0,0,0,0,2,0,26,0,0,0,0,0,0,0,0,2,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0263,411,251,0,246,5,0,94,105,5,4,2,1,1,0,3,1,1,2,1,0,0,0,0,24,0,0,0,1,0,0,0,1,2,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0265,498,290,0,284,6,0,110,118,10,6,1,0,0,1,0,1,1,1,3,0,2,3,0,26,0,0,1,0,0,0,0,0,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,314,SABANA ALTA (DM),1,P,PRESIDENTE(A),0266,126,108,0,106,2,0,33,66,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,1,12,SAN JUAN DE LA MAGUANA,1,P,PRESIDENTE(A),0269,142,106,11,106,0,0,44,42,2,2,0,0,0,0,1,0,1,0,1,0,0,0,0,11,0,2,0,0,0,0,0,0,1,
25,SAN JUAN,12,SAN JUAN DE LA MAGUANA,0,0,,1,P,PRESIDENTE(A),9999,0,0,0,0,18,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0001,457,284,0,278,6,0,90,115,7,15,0,3,1,1,0,1,3,7,0,0,4,2,1,17,3,2,2,0,1,0,0,3,2,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0001A,450,269,0,268,0,1,99,111,4,11,1,3,1,1,3,4,0,1,1,0,1,3,1,15,0,4,0,0,0,0,0,4,3,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0002,453,280,0,277,3,0,84,117,4,19,0,0,1,3,1,2,4,4,5,0,1,2,0,21,2,4,1,1,0,0,0,1,3,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0003,445,272,0,266,6,0,81,116,1,17,1,3,1,1,2,0,0,5,1,0,1,0,1,28,1,3,0,0,1,1,0,1,3,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0003A,438,218,0,215,3,0,82,76,3,15,3,0,2,1,1,3,0,6,1,0,1,2,1,14,0,2,0,0,0,0,0,2,1,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0004,452,237,0,233,4,0,77,87,8,14,4,2,0,3,1,1,1,2,1,0,1,1,0,23,0,4,0,0,1,0,0,2,1,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0005,430,260,0,257,3,0,104,102,1,15,2,0,0,1,3,1,1,6,0,0,0,2,0,11,1,0,1,0,0,3,0,3,5,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0006,445,281,0,274,7,0,92,121,6,17,1,2,3,4,2,0,0,3,2,0,0,4,0,11,0,2,2,0,0,0,0,2,3,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0007,374,224,0,219,5,0,80,87,6,14,2,1,1,2,0,0,1,1,2,0,0,1,1,15,1,0,1,0,0,0,0,3,1,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0008,408,247,0,239,7,1,74,107,3,17,0,1,0,1,2,1,0,2,1,0,2,2,0,22,1,1,1,0,0,0,0,1,1,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0009,411,234,0,232,2,0,73,109,5,14,1,1,1,0,4,1,1,4,0,0,1,0,0,9,1,1,0,0,0,0,0,6,1,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0010,419,246,0,242,4,0,79,93,6,19,1,0,0,1,2,8,0,0,2,0,2,1,0,18,0,3,0,0,0,1,0,6,1,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0011,441,284,0,274,10,0,100,103,4,24,1,0,2,3,3,2,4,2,3,0,1,3,1,8,0,5,0,0,1,1,1,2,4,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0011A,459,276,0,272,4,0,101,114,5,9,3,1,2,0,1,2,0,4,2,0,0,2,1,17,2,4,0,0,1,0,0,1,1,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0012,317,194,0,190,4,0,52,86,4,22,0,2,1,1,0,1,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,3,6,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0013,364,220,0,219,1,0,66,105,3,9,1,1,2,0,2,2,4,1,3,0,0,0,0,13,1,4,1,0,0,0,0,1,3,
31,SAN JOSE DE OCOA,13,SAN JOSE DE OCOA,1,13,SAN JOSE DE OCOA,1,P,PRESIDENTE(A),0014,446,263,10,260,3,0,74,106,4,20,1,1,1,1,4,2,1,1,2,0,0,1,0,33,0,3,1,0,1,0,0,3,3,
